repository_id,repository_name,full_name,owner_username,owner_type,repository_url,description,primary_language,created_at,updated_at,pushed_at,size_kb,stars_count,watchers_count,forks_count,open_issues_count,default_branch,topics,license_name,homepage,has_issues,has_projects,has_wiki,has_pages,is_fork,is_archived,is_disabled,visibility,repository_age_days,days_since_update,days_since_last_push,created_year,created_month,updated_year,size_mb,repository_type,has_description,activity_status,popularity_score,analysis_as_of_date,has_license,fork_to_star_ratio,issues_per_1000_stars
216628419,flyte,flyteorg/flyte,flyteorg,Organization,https://github.com/flyteorg/flyte,"Dynamic, resilient AI orchestration. Coordinate data, models, and compute as you build AI workflows.",Go,2019-10-21 17:40:04+00:00,2026-09-09 06:17:07+00:00,2026-09-08 18:18:11+00:00,389408,7426,7426,883,181,main,"agentic, ai-agents, ai-development-tools, data-analysis, data-science, declarative, fine-tuning, flyte, golang, grpc, hacktoberfest, kubernetes, llm, machine-learning, mlops, orchestration-engine, production, python, scale, workflow",Apache License 2.0,https://flyte.org,True,True,False,True,False,False,False,public,2520,5,6,2019,October,2026,380.28,Original,Yes,Active,9192,2026-09-15T00:00:00+00:00,Yes,0.1189,24.37
1104370536,ChatLab,ChatLab/ChatLab,ChatLab,Organization,https://github.com/ChatLab/ChatLab,Local-first chat history analyzer with AI. | 本地优先的 AI 聊天记录分析工具,TypeScript,2025-11-26 05:54:26+00:00,2026-09-09 03:10:03+00:00,2026-09-08 07:58:51+00:00,19105,7331,7331,1510,14,main,"ai-agent, chat-analyzer, chat-history, data-analysis, data-visualization, harness",GNU Affero General Public License v3.0,https://chatlab.fun,True,True,False,False,False,False,False,public,292,5,6,2025,November,2026,18.66,Original,Yes,Active,10351,2026-09-15T00:00:00+00:00,Yes,0.206,1.91
7276954,alluxio,Alluxio/alluxio,Alluxio,Organization,https://github.com/Alluxio/alluxio,"Alluxio, data orchestration for analytics and machine learning in the cloud",Java,2012-12-21 17:43:46+00:00,2026-09-07 06:19:17+00:00,2026-09-01 18:12:17+00:00,204920,7238,7238,2932,1046,main,"alluxio, data-analysis, data-orchestration, hadoop, memory-speed, presto, spark, tensorflow, virtual-distributed-filesystem",Apache License 2.0,https://www.alluxio.io,True,True,True,False,False,False,False,public,5015,7,13,2012,December,2026,200.12,Original,Yes,Active,13102,2026-09-15T00:00:00+00:00,Yes,0.4051,144.52
23011147,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,scikit-learn-contrib,Organization,https://github.com/scikit-learn-contrib/imbalanced-learn,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning,Python,2014-08-16 05:08:26+00:00,2026-09-08 09:40:55+00:00,2026-06-29 16:33:16+00:00,23075,7121,7121,1363,87,master,"data-analysis, data-science, machine-learning, python, statistics",MIT License,https://imbalanced-learn.org,True,True,True,True,False,False,False,public,4412,6,77,2014,August,2026,22.53,Original,Yes,Active,9847,2026-09-15T00:00:00+00:00,Yes,0.1914,12.22
511691380,lance,lance-format/lance,lance-format,Organization,https://github.com/lance-format/lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..",Rust,2022-07-07 22:29:29+00:00,2026-09-09 03:03:22+00:00,2026-09-09 05:13:37+00:00,88401,7054,7054,841,1083,main,"apache-arrow, computer-vision, data-analysis, data-analytics, data-centric, data-format, data-science, dataops, deep-learning, duckdb, embeddings, llms, machine-learning, mlops, python, rust",Apache License 2.0,https://lance.org,True,False,True,True,False,False,False,public,1530,5,5,2022,July,2026,86.33,Original,Yes,Active,8736,2026-09-15T00:00:00+00:00,Yes,0.1192,153.53
673277958,data-juicer,datajuicer/data-juicer,datajuicer,Organization,https://github.com/datajuicer/data-juicer,Data processing for and with foundation models!  🍎 🍋 🌽 ➡️ ➡️🍸 🍹 🍷,Python,2023-08-01 09:16:41+00:00,2026-09-09 05:34:54+00:00,2026-09-09 02:36:22+00:00,2210404,7021,7021,423,59,main,"data, data-analysis, data-pipeline, data-processing, data-science, data-visualization, foundation-models, instruction-tuning, large-language-models, llm, llms, multi-modal, pre-training, synthetic-data",Apache License 2.0,https://datajuicer.github.io/data-juicer/,True,True,True,True,False,False,False,public,1140,5,5,2023,August,2026,2158.6,Original,Yes,Active,7867,2026-09-15T00:00:00+00:00,Yes,0.0602,8.4
30730072,Data-Analysis-and-Machine-Learning-Projects,rhiever/Data-Analysis-and-Machine-Learning-Projects,rhiever,User,https://github.com/rhiever/Data-Analysis-and-Machine-Learning-Projects,"Repository of teaching materials, code, and data for my data analysis and machine learning projects.",Jupyter Notebook,2015-02-12 23:03:58+00:00,2026-09-07 13:28:25+00:00,2023-06-21 09:06:28+00:00,20422,6749,6749,2107,15,master,"data-analysis, data-science, evolutionary-algorithm, ipython-notebook, machine-learning, python",No License,http://www.randalolson.com/blog/,True,True,True,False,False,False,False,public,4232,7,1181,2015,February,2026,19.94,Original,Yes,Inactive,10963,2026-09-15T00:00:00+00:00,No,0.3122,2.22
313853293,cloudquery,cloudquery/cloudquery,cloudquery,Organization,https://github.com/cloudquery/cloudquery,"Data pipelines for cloud config and security data. Build cloud asset inventory, CSPM, FinOps, and vulnerability management solutions. Extract from AWS, Azure, GCP, and 70+ cloud and SaaS sources.",Go,2020-11-18 07:16:21+00:00,2026-09-07 09:21:10+00:00,2026-09-07 09:23:13+00:00,197486,6512,6512,557,166,main,"airbyte, attack-surface-management, aws, azure, bigquery, cspm, data, data-analysis, data-collection, data-engineering, data-integration, elt, etl, etl-framework, gcp, github-api, go, google, kubernetes, sql",Mozilla Public License 2.0,https://cloudquery.io,True,True,False,False,False,False,False,public,2126,7,7,2020,November,2026,192.86,Original,Yes,Active,7626,2026-09-15T00:00:00+00:00,Yes,0.0855,25.49
22003158,awesome-R,qinwf/awesome-R,qinwf,User,https://github.com/qinwf/awesome-R,"A curated list of awesome R packages, frameworks and software.",R,2014-07-19 06:02:47+00:00,2026-09-06 05:49:49+00:00,2025-09-18 16:46:19+00:00,1254,6508,6508,1514,29,master,"awesome, awesome-list, data-analysis, data-science, list, r, rstats",No License,Not Available,True,True,True,True,False,False,False,public,4440,8,361,2014,July,2026,1.22,Original,Yes,Moderately Active,9536,2026-09-15T00:00:00+00:00,No,0.2326,4.46
23653453,pachyderm,pachyderm/pachyderm,pachyderm,Organization,https://github.com/pachyderm/pachyderm,Data-Centric Pipelines and Data Versioning,Go,2014-09-04 07:50:02+00:00,2026-09-06 05:49:58+00:00,2025-02-03 22:27:18+00:00,656481,6309,6309,578,940,master,"analytics, big-data, containers, data-analysis, data-science, distributed-systems, docker, go, kubernetes, pachyderm",Apache License 2.0,https://www.pachyderm.com/,True,True,False,False,False,False,False,public,4393,8,588,2014,September,2026,641.09,Original,Yes,Inactive,7465,2026-09-15T00:00:00+00:00,Yes,0.0916,148.99
689849471,TaskWeaver,microsoft/TaskWeaver,microsoft,Organization,https://github.com/microsoft/TaskWeaver,"The first ""code-first"" agent framework for seamlessly planning and executing data analytics tasks.",Python,2023-09-11 03:17:38+00:00,2026-09-08 08:52:15+00:00,2026-03-23 06:17:21+00:00,37379,6168,6168,783,53,main,"agent, ai-agents, code-interpreter, copilot, data-analysis, llm, openai",MIT License,https://microsoft.github.io/TaskWeaver/,True,True,True,True,False,True,False,public,1099,6,175,2023,September,2026,36.5,Original,Yes,Active,7734,2026-09-15T00:00:00+00:00,Yes,0.1269,8.59
65949398,knowledge-repo,airbnb/knowledge-repo,airbnb,Organization,https://github.com/airbnb/knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,Python,2016-08-17 23:32:50+00:00,2026-09-06 06:47:14+00:00,2024-09-04 14:59:57+00:00,77586,5538,5538,680,137,master,"data, data-analysis, data-science, knowledge",Apache License 2.0,Not Available,True,True,True,False,False,False,False,public,3680,8,740,2016,August,2026,75.77,Original,Yes,Inactive,6898,2026-09-15T00:00:00+00:00,Yes,0.1228,24.74
1210155353,SenseNova-Skills,OpenSenseNova/SenseNova-Skills,OpenSenseNova,Organization,https://github.com/OpenSenseNova/SenseNova-Skills,Modular SenseNova skills for building AI-powered office assistants and productivity workflows,JavaScript,2026-04-14 06:21:51+00:00,2026-09-09 05:39:20+00:00,2026-09-09 03:51:33+00:00,148124,5470,5470,387,27,main,"agent, agent-skills, ai-agents, ai-assistant, data-analysis, document-processing, office-automation, presentation-slides",MIT License,Not Available,True,True,False,False,False,False,False,public,153,5,5,2026,April,2026,144.65,Original,Yes,Active,6244,2026-09-15T00:00:00+00:00,Yes,0.0707,4.94
58225794,Awesome-Geospatial,sacridini/Awesome-Geospatial,sacridini,User,https://github.com/sacridini/Awesome-Geospatial,Long list of geospatial tools and resources,Not Specified,2016-05-06 18:05:42+00:00,2026-09-08 16:19:28+00:00,2026-09-08 14:01:22+00:00,1653,5279,5279,795,2,master,"awesome, awesome-list, data-analysis, deep-learning, earth-observation, geoprocessing, geospatial, geospatial-analysis, geotools, gis, machine-learning, map, remote-sensing, spatial-analysis, spatial-data",Creative Commons Zero v1.0 Universal,Not Available,True,True,True,True,False,False,False,public,3783,6,6,2016,May,2026,1.61,Original,Yes,Active,6869,2026-09-15T00:00:00+00:00,Yes,0.1506,0.38
173582015,octosql,cube2222/octosql,cube2222,User,https://github.com/cube2222/octosql,"OctoSQL is a query tool that allows you to join, analyse and transform data from multiple databases and file formats using SQL.",Go,2019-03-03 13:59:25+00:00,2026-09-08 20:42:13+00:00,2024-05-26 15:16:53+00:00,14011,5265,5265,214,46,main,"cli, csv, data-analysis, go, golang, json, mysql, nosql, postgresql, query, query-engine, redis, sql",Mozilla Public License 2.0,Not Available,True,True,True,True,False,False,False,public,2752,6,841,2019,March,2026,13.68,Original,Yes,Inactive,5693,2026-09-15T00:00:00+00:00,Yes,0.0406,8.74
196968829,dtale,man-group/dtale,man-group,Organization,https://github.com/man-group/dtale,Visualizer for pandas data structures,TypeScript,2019-07-15 09:34:48+00:00,2026-09-07 15:15:36+00:00,2026-07-24 05:18:50+00:00,132560,5219,5219,447,71,master,"data-analysis, data-science, data-visualization, flask, ipython, jupyter-notebook, pandas, plotly-dash, python27, python3, react, react-virtualized, visualization, xarray",GNU Lesser General Public License v2.1,http://alphatechadmin.pythonanywhere.com,True,True,True,False,False,False,False,public,2618,7,52,2019,July,2026,129.45,Original,Yes,Active,6113,2026-09-15T00:00:00+00:00,Yes,0.0856,13.6
263751330,danfojs,javascriptdata/danfojs,javascriptdata,Organization,https://github.com/javascriptdata/danfojs,"Danfo.js is an open source, JavaScript library providing high performance, intuitive, and easy to use data structures for manipulating and processing structured data.",TypeScript,2020-05-13 21:53:26+00:00,2026-09-09 06:22:12+00:00,2026-04-15 03:16:31+00:00,83487,5058,5058,222,101,dev,"danfojs, data-analysis, data-analytics, data-manipulation, data-science, dataframe, javascript, pandas, plotting-charts, stream-data, stream-processing, table, tensorflow, tensors",MIT License,https://danfo.jsdata.org/,True,True,False,False,False,False,False,public,2315,5,152,2020,May,2026,81.53,Original,Yes,Active,5502,2026-09-15T00:00:00+00:00,Yes,0.0439,19.97
410249461,machine_learning_complete,Nyandwi/machine_learning_complete,Nyandwi,User,https://github.com/Nyandwi/machine_learning_complete,"A comprehensive machine learning repository containing 30+ notebooks on different concepts, algorithms and techniques.",Jupyter Notebook,2021-09-25 11:02:35+00:00,2026-09-08 14:14:37+00:00,2023-09-22 22:11:36+00:00,167602,5041,5041,834,2,main,"computer-vision, data-analysis, data-science, data-visualization, datascience, deep-learning, keras, machine-learning, matplotlib, neural-networks, nlp, numpy, open-source, pandas, python, scikit-learn, seaborn, tensorflow",MIT License,https://nyandwi.com/machine_learning_complete/,True,True,True,True,False,False,False,public,1815,6,1088,2021,September,2026,163.67,Original,Yes,Inactive,6709,2026-09-15T00:00:00+00:00,Yes,0.1654,0.4
291173540,matplotplusplus,alandefreitas/matplotplusplus,alandefreitas,User,https://github.com/alandefreitas/matplotplusplus,Matplot++: A C++ Graphics Library for Data Visualization 📊🗾,C++,2020-08-29 00:45:11+00:00,2026-09-08 17:08:43+00:00,2026-04-02 14:07:46+00:00,40108,4926,4926,386,82,master,"charting-library, charts, contour-plots, data-analysis, data-science, data-visualization, graphics, graphics-library, graphs, matplot, plot-categories, plots, polar-plots, scientific-computing, scientific-visualization, visualization",MIT License,https://alandefreitas.github.io/matplotplusplus/,True,True,False,True,False,False,False,public,2207,6,165,2020,August,2026,39.17,Original,Yes,Active,5698,2026-09-15T00:00:00+00:00,Yes,0.0784,16.65
62032720,weibospider,SpiderClub/weibospider,SpiderClub,Organization,https://github.com/SpiderClub/weibospider,":zap: A distributed crawler for weibo, building with celery and requests.",Python,2016-06-27 07:02:06+00:00,2026-09-08 13:21:34+00:00,2020-07-11 04:35:54+00:00,77550,4792,4792,1179,18,master,"data-analysis, distributed-crawler, python3, sina, weibo, weibospider",MIT License,Not Available,True,True,True,True,False,False,False,public,3731,6,2256,2016,June,2026,75.73,Original,Yes,Inactive,7150,2026-09-15T00:00:00+00:00,Yes,0.246,3.76
89276692,plotnine,has2k1/plotnine,has2k1,User,https://github.com/has2k1/plotnine,A Grammar of Graphics for Python,Python,2017-04-24 19:00:44+00:00,2026-09-07 16:28:03+00:00,2026-09-07 16:36:03+00:00,190956,4758,4758,253,82,main,"data-analysis, grammar, graphics, plotting, python",MIT License,https://plotnine.org,True,True,True,True,False,False,False,public,3430,7,7,2017,April,2026,186.48,Original,Yes,Active,5264,2026-09-15T00:00:00+00:00,Yes,0.0532,17.23
204949916,Rath,Kanaries/Rath,Kanaries,Organization,https://github.com/Kanaries/Rath,Next generation of automated data exploratory analysis and visualization platform.,TypeScript,2019-08-28 14:21:25+00:00,2026-09-08 19:29:52+00:00,2026-08-14 21:24:23+00:00,86537,4683,4683,379,68,master,"augmented-analytics, automated-data-analysis, automated-visualization, autovis, causal-discovery, causal-inference, causality, data-analysis, data-exploration, data-visualization, datamining, eda, k6s, kanaries, machine-learning, tableau, tableau-alternative, visualization",GNU Affero General Public License v3.0,https://rath.kanaries.net,True,True,True,True,False,False,False,public,2574,6,31,2019,August,2026,84.51,Original,Yes,Active,5441,2026-09-15T00:00:00+00:00,Yes,0.0809,14.52
158673445,datascience,r0f1/datascience,r0f1,User,https://github.com/r0f1/datascience,Curated list of Python resources for data science.,Not Specified,2018-11-22 09:21:49+00:00,2026-09-08 20:03:46+00:00,2026-09-07 18:59:25+00:00,1044,4664,4664,714,0,master,"artificial-intelligence, awesome, awesome-list, bayes, data-analysis, data-mining, data-science, data-visualization, datascience, deep-learning, deeplearning, machine-learning, python, statistics",Creative Commons Zero v1.0 Universal,Not Available,True,True,True,False,False,False,False,public,2853,6,7,2018,November,2026,1.02,Original,Yes,Active,6092,2026-09-15T00:00:00+00:00,Yes,0.1531,0.0
107827601,pydata-notebook,BrambleXu/pydata-notebook,BrambleXu,User,https://github.com/BrambleXu/pydata-notebook,利用Python进行数据分析 第二版 (2017) 中文翻译笔记,Jupyter Notebook,2017-10-22 01:03:56+00:00,2026-09-02 02:46:59+00:00,2018-05-08 12:39:43+00:00,44923,4652,4652,1607,1,master,"chinese-translation, data-analysis, jupyter-notebook, pandas, python-for-data-analysis",No License,Not Available,True,True,True,False,False,False,False,public,3249,12,3051,2017,October,2026,43.87,Original,Yes,Inactive,7866,2026-09-15T00:00:00+00:00,No,0.3454,0.21
1074218324,DeepAnalyze,ruc-datalab/DeepAnalyze,ruc-datalab,Organization,https://github.com/ruc-datalab/DeepAnalyze,DeepAnalyze is the first agentic LLM for autonomous data science. 🎈你的AI数据分析师，自动分析大量数据，一键生成专业分析报告！,Python,2025-10-11 11:19:21+00:00,2026-09-09 05:32:58+00:00,2026-08-30 08:07:06+00:00,57286,4608,4608,732,25,main,"agent, agentic, agentic-ai, ai, ai-scientist, chatbot, data, data-analysis, data-engineering, data-science, data-visualization, database, deep-research, jupyter, llm, open-source, python, python-programming, qwen, science",MIT License,https://ruc-deepanalyze.github.io,True,True,True,False,False,False,False,public,338,5,15,2025,October,2026,55.94,Original,Yes,Active,6072,2026-09-15T00:00:00+00:00,Yes,0.1589,5.43
296233312,running_page,yihong0618/running_page,yihong0618,User,https://github.com/yihong0618/running_page,Make your own running home page,TypeScript,2020-09-17 05:59:22+00:00,2026-09-08 11:44:04+00:00,2026-07-16 01:25:23+00:00,94507,4510,4510,1427,58,master,"adidas, club-nike, data-analysis, data-visualization, garmin, garmin-watch, github-secret, gpx, mapbox, nike, strava, vercel",MIT License,https://running-page.vercel.app,True,True,True,True,False,False,False,public,2188,6,60,2020,September,2026,92.29,Original,Yes,Active,7364,2026-09-15T00:00:00+00:00,Yes,0.3164,12.86
386575694,python-mini-project,ndleah/python-mini-project,ndleah,User,https://github.com/ndleah/python-mini-project,🙌 Welcome open-source Python mini-project contributions!,Python,2021-07-16 09:05:09+00:00,2026-09-09 03:17:26+00:00,2024-08-16 21:05:01+00:00,126309,4384,4384,1797,280,main,"data-analysis, data-science, data-visualization, newbie-code, newbie-friendly, python, python-mini-projects, python-programming-exercises, python-project-beginner",MIT License,Not Available,True,True,True,False,False,False,False,public,1886,5,759,2021,July,2026,123.35,Original,Yes,Inactive,7978,2026-09-15T00:00:00+00:00,Yes,0.4099,63.87
482533450,Data-Science-Roadmap,Moataz-Elmesmary/Data-Science-Roadmap,Moataz-Elmesmary,User,https://github.com/Moataz-Elmesmary/Data-Science-Roadmap,Data Science Roadmap from A to Z,Not Specified,2022-04-17 13:40:19+00:00,2026-09-08 16:28:17+00:00,2025-12-06 20:01:50+00:00,162995,4358,4358,620,1,main,"big-data, chatgpt, cheatsheet, cv-template, data-analysis, data-engineering, data-science, data-visualization, deep-learning, interview-questions, linear-algebra, llms, machine-learning, mathematics, neural-network, nlp, probability, python, sql, statistics",MIT License,https://www.linkedin.com/posts/moatazelmesmary_github-moataz-elmesmarydata-science-roadmap-activity-6974293994960769024-yCdi?utm_source=share&utm_medium=member_desktop,True,True,True,False,False,False,False,public,1611,6,282,2022,April,2026,159.17,Original,Yes,Moderately Active,5598,2026-09-15T00:00:00+00:00,Yes,0.1423,0.23
854628278,briefer,briefercloud/briefer,briefercloud,Organization,https://github.com/briefercloud/briefer,"Dashboards and notebooks in a single place. Create powerful and flexible dashboards using code, or build beautiful Notion-like notebooks and share them with your team.",TypeScript,2024-09-09 14:04:37+00:00,2026-09-09 01:22:10+00:00,2025-08-07 13:20:05+00:00,68271,4324,4324,290,70,main,"analytics, bi, bigquery, briefer, business-intelligence, businessintelligence, dashboard, data-analysis, data-visualization, jupyter, notebook, postgres, postgresql, reporting, visualization",GNU Affero General Public License v3.0,https://briefer.cloud,True,True,False,False,False,False,False,public,735,5,403,2024,September,2026,66.67,Original,Yes,Inactive,4904,2026-09-15T00:00:00+00:00,Yes,0.0671,16.19
612750561,sql-translator,whoiskatrin/sql-translator,whoiskatrin,User,https://github.com/whoiskatrin/sql-translator,SQL Translator is a tool for converting natural language queries into SQL code using artificial intelligence. This project is 100% free and open source.,TypeScript,2023-03-11 21:32:56+00:00,2026-09-08 15:06:49+00:00,2025-07-06 00:46:23+00:00,4284,4321,4321,375,7,main,"data-analysis, data-engineering, dataquery, datascience, dataset, openai, postgresql, query, sql",MIT License,https://www.sqltranslate.app/,True,True,False,False,False,False,False,public,1283,6,435,2023,March,2026,4.18,Original,Yes,Inactive,5071,2026-09-15T00:00:00+00:00,Yes,0.0868,1.62
280508180,Data-science,CodeCutTech/Data-science,CodeCutTech,Organization,https://github.com/CodeCutTech/Data-science,"Collection of useful data science topics along with articles, videos, and code",Jupyter Notebook,2020-07-17 19:25:27+00:00,2026-09-03 08:46:24+00:00,2025-12-02 21:42:02+00:00,141605,4219,4219,1059,6,master,"articles, artificial-intelligence, data-analysis, data-science, data-visualization, machine-learning, natural-language-processing, python, scraping, time-series",No License,https://codecut.ai/blog,True,True,True,True,False,True,False,public,2250,11,286,2020,July,2026,138.29,Original,Yes,Moderately Active,6337,2026-09-15T00:00:00+00:00,No,0.251,1.42
54834492,missingno,ResidentMario/missingno,ResidentMario,User,https://github.com/ResidentMario/missingno,Missing data visualization module for Python.,Python,2016-03-27 15:18:50+00:00,2026-09-08 09:53:08+00:00,2024-05-14 18:30:13+00:00,10860,4214,4214,521,14,master,"data-analysis, data-visualization, missing-data, pandas, python",MIT License,Not Available,True,True,True,False,False,False,False,public,3823,6,853,2016,March,2026,10.61,Original,Yes,Inactive,5256,2026-09-15T00:00:00+00:00,Yes,0.1236,3.32
1078317722,echotrace,ycccccccy/echotrace,ycccccccy,User,https://github.com/ycccccccy/echotrace,"EchoTrace 是一个本地、安全的微信聊天记录导出、分析与年度报告生成工具 | EchoTrace is a local, secure tool for exporting, analyzing, and generating annual reports of WeChat chat records",Not Specified,2025-10-17 14:40:37+00:00,2026-09-09 06:42:23+00:00,2026-03-20 14:11:25+00:00,45165,3799,3799,682,31,main,"annual-reports, chat-history, data-analysis, data-visualization, wechat",MIT License,Not Available,True,True,True,False,False,False,False,public,332,5,178,2025,October,2026,44.11,Original,Yes,Active,5163,2026-09-15T00:00:00+00:00,Yes,0.1795,8.16
48880766,tablesaw,jtablesaw/tablesaw,jtablesaw,Organization,https://github.com/jtablesaw/tablesaw,Java dataframe and visualization library,Java,2016-01-01 14:58:28+00:00,2026-09-01 03:42:10+00:00,2026-08-08 05:46:55+00:00,66328,3764,3764,646,147,master,"chart, data-analysis, data-frame, data-science, data-visualization, dataframe, high-performance, java, java-dataframe, machine-learning, plotly, plotting, statistical-analysis, statistics, visualization",Apache License 2.0,https://jtablesaw.github.io/tablesaw/,True,True,True,True,False,False,False,public,3909,13,37,2016,January,2026,64.77,Original,Yes,Active,5056,2026-09-15T00:00:00+00:00,Yes,0.1716,39.05
649609017,VTable,VisActor/VTable,VisActor,Organization,https://github.com/VisActor/VTable,"VTable is not just a high-performance multidimensional data analysis table, but also a grid artist that creates art between rows and columns.",TypeScript,2023-06-05 08:51:38+00:00,2026-09-08 16:52:12+00:00,2026-09-03 08:05:29+00:00,170315,3657,3657,489,545,develop,"canvas-table, data-analysis, data-visualization, database, datagrid, grid, javascript-table, javescript, list-table, list-tree, online-excel, pivot-chart, pivot-grid, pivot-tables, react-table, sparklines, spreadsheet, tree-table, visualization, vue-table",MIT License,https://visactor.io/vtable,True,True,True,False,False,False,False,public,1197,6,11,2023,June,2026,166.32,Original,Yes,Active,4635,2026-09-15T00:00:00+00:00,Yes,0.1337,149.03
786187721,rio,rio-labs/rio,rio-labs,Organization,https://github.com/rio-labs/rio,"WebApps in pure Python. No JavaScript, HTML and CSS needed",Python,2024-04-13 17:24:38+00:00,2026-09-08 04:50:57+00:00,2026-08-31 18:41:48+00:00,50894,3637,3637,159,75,main,"app, crud-application, data-analysis, data-science, data-visualization, developer-tools, framework, gui, machine-learning, python, web",Apache License 2.0,https://rio.dev,True,True,True,False,False,False,False,public,884,6,14,2024,April,2026,49.7,Original,Yes,Active,3955,2026-09-15T00:00:00+00:00,Yes,0.0437,20.62
114992691,awesome-python-data-science,krzjoa/awesome-python-data-science,krzjoa,User,https://github.com/krzjoa/awesome-python-data-science,Probably the best curated list of data science software in Python.,Not Specified,2017-12-21 10:17:53+00:00,2026-09-08 18:55:40+00:00,2026-04-13 07:15:05+00:00,1549,3583,3583,464,21,master,"awesome, awesome-list, awesome-python, data-analysis, data-science, data-visualization, deep-learning, machine-learning, python, scikit-learn, statistics",Creative Commons Attribution 4.0 International,https://krzjoa.github.io/awesome-python-data-science,True,True,True,True,False,False,False,public,3189,6,154,2017,December,2026,1.51,Original,Yes,Active,4511,2026-09-15T00:00:00+00:00,Yes,0.1295,5.86
188880197,ml-workspace,ml-tooling/ml-workspace,ml-tooling,Organization,https://github.com/ml-tooling/ml-workspace,🛠 All-in-one web-based IDE specialized for machine learning and data science.,Jupyter Notebook,2019-05-27 16:55:15+00:00,2026-09-04 22:50:42+00:00,2024-07-26 07:39:39+00:00,13331,3545,3545,457,0,main,"anaconda, data-analysis, data-science, data-visualization, deep-learning, docker, gpu, jupyter, jupyter-lab, jupyter-notebook, kubernetes, machine-learning, neural-networks, nlp, python, pytorch, r, scikit-learn, tensorflow, vscode",Apache License 2.0,https://mltooling.org/ml-workspace,True,False,False,False,False,False,False,public,2667,10,780,2019,May,2026,13.02,Original,Yes,Inactive,4459,2026-09-15T00:00:00+00:00,Yes,0.1289,0.0
71822014,tad,antonycourtney/tad,antonycourtney,User,https://github.com/antonycourtney/tad,A desktop application for viewing and analyzing tabular data,TypeScript,2016-10-24 18:59:04+00:00,2026-09-06 00:52:26+00:00,2025-03-05 22:46:06+00:00,29291,3478,3478,134,166,master,"csv, data-analysis, data-science, database, desktop-application, duckdb, parquet-viewer, pivot-tables, pivots, tabular-data",MIT License,http://tadviewer.com,True,True,True,True,False,False,False,public,3612,8,558,2016,October,2026,28.6,Original,Yes,Inactive,3746,2026-09-15T00:00:00+00:00,Yes,0.0385,47.73
10994345,root,root-project/root,root-project,Organization,https://github.com/root-project/root,"The official repository for ROOT: analyzing, storing and visualizing big data, scientifically",C++,2013-06-27 10:46:59+00:00,2026-09-09 06:37:17+00:00,2026-09-09 06:36:57+00:00,1590078,3292,3292,1555,650,master,"c-plus-plus, cling, data-analysis, geometry, graphics, hacktoberfest, interpreter, machine-learning, mathematics, parallel, physics, python, root, root-cern, statistics, visualization",Other,https://root.cern,True,True,False,False,False,False,False,public,4827,5,5,2013,June,2026,1552.81,Original,Yes,Active,6402,2026-09-15T00:00:00+00:00,Yes,0.4724,197.45
29273084,pandas-datareader,pydata/pandas-datareader,pydata,Organization,https://github.com/pydata/pandas-datareader,Extract data from a wide range of Internet sources into a pandas DataFrame.,Python,2015-01-15 00:34:19+00:00,2026-09-07 12:26:37+00:00,2026-07-21 08:28:05+00:00,14783,3263,3263,692,147,main,"data, data-analysis, dataset, econdb, economic-data, fama-french, finance, financial-data, fred, html, pandas, pydata, python, stock-data",Other,https://pydata.github.io/pandas-datareader/stable/index.html,True,True,True,True,False,False,False,public,4260,7,55,2015,January,2026,14.44,Original,Yes,Active,4647,2026-09-15T00:00:00+00:00,Yes,0.2121,45.05
542017915,graphic-walker,Kanaries/graphic-walker,Kanaries,Organization,https://github.com/Kanaries/graphic-walker,An open source alternative to Tableau. Embeddable visual analytic,TypeScript,2022-09-27 10:02:28+00:00,2026-09-08 17:31:08+00:00,2026-09-08 10:36:12+00:00,4967,3238,3238,186,48,main,"bi, data, data-analysis, data-mining, data-visualization, eda, k6s, kanaries, low-code, pivot-table, react, tableau, tableau-alternative, typescript, vega, vega-lite, visualization",Apache License 2.0,https://kanaries.net/graphic-walker,True,True,True,False,False,False,False,public,1448,6,6,2022,September,2026,4.85,Original,Yes,Active,3610,2026-09-15T00:00:00+00:00,Yes,0.0574,14.82
1136039994,ChartGPU,ChartGPU/ChartGPU,ChartGPU,Organization,https://github.com/ChartGPU/ChartGPU,"Beautiful, open source, WebGPU-based charting library",TypeScript,2026-01-17 00:52:00+00:00,2026-09-09 02:10:30+00:00,2026-08-24 12:06:47+00:00,19319,3222,3222,104,1,main,"awesome-list, candlestick-chart, chart, chart-library, charting-library, charts, data-analysis, data-visualization, financial-charts, gpu, high-performance, open-source, scatter-plot, shaders, typescript, webgpu, wgsl",MIT License,https://chartgpu.io,True,True,False,True,False,False,False,public,240,5,21,2026,January,2026,18.87,Original,Yes,Active,3430,2026-09-15T00:00:00+00:00,Yes,0.0323,0.31
